,Name,tR,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
10,Ginsenoside Rb2,6.14,12.820901987536455,-1.8109446860842733,12.820901987536455,0.050783393328403204,0.06511506165811214,1079.2810000000002,988.5609999999998,1078.5923745200002,434,0,0.1868917766066007,-0.3935665150905977,0.3935665150905977,0.1868917766066007,0.5866666666666667,1.16,1.8,16.762117200193703,9.347510796354005,2.720160425162478,-2.705462948298173,2.759506377275407,-2.677438771894204,5.204689053606426,-0.37834909985203885,1.0101289672693023,1943.1860251280038,55.06745618503427,44.73047181506568,44.73047181506568,35.091987573493434,27.299210218999747,27.299210218999747,25.296985685760593,25.296985685760593,20.500168180047904,20.500168180047904,15.980714097099819,15.980714097099819,-1.1400000000000003,8699379647504721.0,59.968082608618246,22.658300834050205,10.59057639320328,439.0076230828343,109.38628715817029,91.55949581622453,25.16010691734085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.26781063535627,123.89019226763867,0.0,44.236511444531956,109.38628715817029,0.0,0.0,0.0,45.33158606223269,247.70587852390477,26.427527858051672,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,232.4474977058672,37.89490363040039,45.33158606223269,113.17729220385908,11.64912463690315,0.0,0.0,0.0,357.06000000000006,165.17921315237797,71.49138352776987,0.0,41.10848708795205,38.524929737556064,24.835569398847294,0.0,0.0,20.771211599071872,40.694706105287,37.89490363040039,48.778212469916404,0.0,0.0,151.3220121579863,-1.475350885593567,-0.3947805604295398,0.0,-22.61464671302619,15.134553531146587,0.0,0.9622641509433962,75,14,22,4,4,8,0,0,0,22,14,22,15,4,4,8,8,-1.5634999999999817,260.2101999999992,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7180596286909445,0.9944062307494204,0.00013449646006143253,0.10562314257174159,0.9629159604231015,7159.414901948204,65268.980911966515,67782.63482442184,8.059513501370942,0.1520837958071063
11,Saikosaponin D,8.25,12.12949912833492,-1.7217195301273438,12.12949912833492,0.04143547110418755,0.14315216666322877,780.993000000001,712.4490000000003,780.4659922360001,314,0,0.18673467732671556,-0.3956951007402191,0.3956951007402191,0.18673467732671556,0.7272727272727273,1.4363636363636363,2.1272727272727274,16.737035932200982,9.3169569089125,2.7876551803592853,-2.7294077618313883,2.787848619497265,-2.723853819246411,5.356422049081887,-0.3673466570319711,1.0496289890839876,1492.447436618623,39.88817609920223,33.712079385594635,33.712079385594635,25.682743162552452,20.938494624449277,20.938494624449277,20.955315041701898,20.955315041701898,17.922385584803852,17.922385584803852,14.300610013562494,14.300610013562494,-0.7800000000000001,902261016737.1671,40.97534351556466,13.361230846973879,5.439018846589372,324.887221622775,64.53653392772588,42.72776471423811,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6944634118115,86.37109368361183,22.162877454351733,43.73359586776735,64.53653392772588,0.0,0.0,0.0,50.24366095486485,179.05350152837957,19.820645893538753,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,139.89363319940153,23.684314769000245,50.24366095486485,99.83273338124245,12.152040213667762,0.0,0.0,0.0,207.98999999999998,91.24264058104681,40.85221915872564,0.0,51.43555244998099,19.448525210364938,38.524929737556064,0.0,6.923737199690624,0.0,53.6944634118115,23.684314769000245,31.213220257897,0.0,0.0,86.97171606453794,-1.899653589039679,0.4487965395742073,0.0,-3.3867815647292208,15.402702291759747,0.0,0.9523809523809523,55,8,13,5,3,8,0,0,0,13,8,13,6,4,3,7,8,1.7769000000000017,196.82539999999943,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728028441381228,0.9948510504509134,0.0002817451644348084,0.10134785353777456,0.962097248068805,3414.7782092331877,32416.559435509414,33693.64115797899,6.671628635508906,0.1332958812909151
12,Licoricesaponin H2,7.03,14.838460269512794,-2.0478622692645025,14.838460269512794,0.02170941673901572,0.17121034762756882,822.9420000000009,760.4460000000004,822.4037859040002,326,0,0.3352911272508451,-0.4808290435587902,0.4808290435587902,0.3352911272508451,0.6896551724137931,1.2758620689655173,1.8793103448275863,16.75879575277507,9.331696796287067,2.7059799257273975,-2.7031964994119146,2.7496726084717897,-2.678141627024993,5.954513681268594,-0.37105895758435764,1.1738525001509728,1731.1441342741448,42.86915005121453,34.367910156233876,34.367910156233876,26.769705817217133,20.744316393426512,20.744316393426512,20.623318252818233,20.623318252818233,17.221425641652026,17.221425641652026,13.36916024142165,13.36916024142165,-2.5400000000000005,1747496502303.6934,43.54617638970325,14.263808608216014,6.247339955857952,337.4255959469724,59.799670973925835,36.62379832648981,30.571231180531974,0.0,0.0,17.90791586385555,9.589074368143644,9.589074368143644,0.0,0.0,47.11552772821301,109.6979163521653,5.917906046161393,11.518956857145081,78.97781971021314,23.691160810220488,0.0,0.0,50.24366095486485,173.7693059525736,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,132.0591309173513,38.12560055148748,50.24366095486485,106.25355500416846,11.64912463690315,0.0,0.0,0.0,267.03999999999996,107.08362868984781,60.03036789501292,0.0,34.36694402364268,25.683286491704038,37.67721264469931,0.0,0.0,26.847231705905752,27.694948798762496,18.947451815200196,23.377080026548835,0.0,51.30284383572568,82.99751784395968,-1.8099034183231042,-4.469324935186098,0.0,-12.243821184648576,14.845607831923582,0.0,0.8571428571428571,58,8,16,5,2,7,0,0,0,13,8,16,7,4,2,6,7,2.245600000000002,199.43839999999938,3,5,5,0,0,0,0,0,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42054852295309963,0.9669533204896791,0.00012113869346863429,0.254953478097444,0.8454767901215486,6979.411498609756,23145.12621995551,27375.23547704732,5.910625649875322,0.21387295215098417
13,Ginsenoside Ro,6.18,14.681081801200063,-1.9775454667374535,14.681081801200063,0.08275472221378699,0.0837537090650258,957.1170000000003,880.509,956.4980802120001,382,0,0.33529112725084503,-0.4792427209527077,0.4792427209527077,0.33529112725084503,0.6417910447761194,1.2388059701492538,1.8507462686567164,16.760291718461733,9.332804180776083,2.7008250632161643,-2.710648963914137,2.757940270131301,-2.6702827617988545,5.787544550562207,-0.37420469523466593,1.0500798268709004,1874.3959793734414,49.13673476471614,39.7176226322415,39.7176226322415,31.22272551985045,24.307438726560672,24.307438726560672,23.50129411695975,23.50129411695975,19.281296468440495,19.281296468440495,15.008689824921088,15.008689824921088,-1.92,174117378137550.3,51.43550338075464,17.981595357262016,8.056619324360952,390.8961649953369,84.59297906604807,67.14363026523132,18.684019846418728,6.290026729335213,0.0,11.938610575903699,4.794537184071822,4.794537184071822,0.0,0.0,60.11528503473751,109.03688671472818,0.0,24.73272078617092,94.18205343419172,11.938610575903699,0.0,0.0,50.24366095486485,210.89601985582806,13.213763929025836,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,179.54581907691085,38.010252090943936,50.24366095486485,112.67437662709447,11.64912463690315,0.0,0.0,0.0,312.05,134.20399867245666,65.76087571139139,0.0,39.4136800160713,25.683286491704038,38.524929737556064,5.573104530069267,0.0,0.0,54.54218050466824,28.421177722800294,35.68382563197655,0.0,26.970778906583327,115.16014796122832,-1.0476401634580699,-1.9406049217348311,0.0,-16.41233954008573,14.41916545882377,0.0,0.9166666666666666,67,11,19,5,3,8,0,0,0,18,11,19,9,4,3,7,8,0.23280000000000506,230.72179999999932,1,10,10,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602347717231031,0.9876016642972643,0.000122568376503753,0.15698073982904326,0.9194624130263503,7501.628391057271,43938.29045257427,47786.93487638528,7.199744713495479,0.15486932342267018
14,Asiaticoside,5.21,15.007912768018059,-1.8621552489620534,15.007912768018059,0.011241953080644462,0.09710981355480343,959.1330000000008,880.5090000000002,958.5137302760003,384,0,0.31460244748762445,-0.4322832399147324,0.4322832399147324,0.31460244748762445,0.7014925373134329,1.3432835820895523,2.014925373134328,16.754579529548145,9.32833749632024,2.7107627104610406,-2.714004949843354,2.7561475103419175,-2.681344663075077,5.787550902754814,-0.3614018428613431,0.9845521371069784,1820.7650634107567,49.08432852190883,39.781531963659944,39.781531963659944,31.359641313028852,24.538900719653164,24.538900719653164,22.925631058481635,22.925631058481635,19.72440819550361,19.72440819550361,15.191633613862075,15.191633613862075,-1.4700000000000004,213821028151901.38,51.871420730091884,18.53799697586244,7.916188234554638,391.52887664748937,89.69950646088878,67.14363026523132,12.580053458670426,6.290026729335213,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,53.191547835046876,104.12481182209599,5.41499046939678,43.54753552618044,94.49404364496061,5.969305287951849,0.0,0.0,56.66448257779086,204.1583429977243,19.820645893538753,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,191.3938895360609,33.215714906872115,56.66448257779086,99.83273338124243,11.64912463690315,0.0,0.0,0.0,315.21,134.3386597722531,61.278328738088454,4.794537184071822,52.44138360351022,32.10410811463005,19.26246486877803,12.496841729759891,0.0,6.923737199690624,40.694706105287,28.421177722800294,34.716729866185524,0.0,15.007912768018059,129.6442271012249,-1.6370175552024937,-0.38630891364433895,0.0,-18.9030931398426,12.974216539927596,0.0,0.9375,67,12,19,5,3,8,0,0,0,19,12,19,9,4,3,7,8,-1.0327999999999922,231.49159999999927,0,12,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6847897957203823,0.9927654974286755,0.00018159708071679556,0.12006942622997123,0.9604257151021045,5288.772877356484,42304.470273880586,44047.62347432891,6.911784343464579,0.15147810420717972
15,Madecassoside,4.88,15.019970381186782,-1.8886112537834434,15.019970381186782,0.011489114918175058,0.08726311687741244,975.1320000000009,896.5080000000002,974.5086448960003,390,0,0.3146024474878296,-0.4322832399147323,0.4322832399147323,0.3146024474878296,0.7058823529411765,1.338235294117647,2.0,16.75466196353278,9.32377179654074,2.7280342288354307,-2.721674541487815,2.756156205782714,-2.712296273802645,5.7876057608113225,-0.3614040962360857,0.9940640545490841,1856.3273431718599,49.954572009911914,40.09898904716298,40.09898904716298,31.770324915551814,24.63043294273366,24.63043294273366,23.08351275671878,23.08351275671878,19.618866954374962,19.618866954374962,15.361295571960147,15.361295571960147,-1.5100000000000005,302644866745225.5,52.80193267802183,18.761075688455882,7.892191775483635,396.32311039968533,94.8060338557295,67.14363026523132,12.580053458670426,6.290026729335213,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,53.191547835046876,91.78608415300859,11.332896515558172,49.65150191392874,99.60057103980132,5.969305287951849,0.0,0.0,56.66448257779086,203.8414877625466,19.820645893538753,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,202.6043833186499,33.215714906872115,56.66448257779086,93.41191175831642,11.64912463690315,0.0,0.0,0.0,335.44,169.21238557886605,66.38485613292916,4.794537184071822,30.09244580757158,38.524929737556064,5.573104530069267,6.923737199690624,6.923737199690624,0.0,40.694706105287,28.421177722800294,34.64896785058217,0.0,15.019970381186782,141.85283027679617,-2.8361914261397585,-1.3054373150048837,0.0,-22.25630424772463,12.126164480304134,0.0,0.9375,68,13,20,5,3,8,0,0,0,20,13,20,9,4,3,7,8,-2.061999999999991,232.88139999999927,0,13,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4943057703296788,0.976952600369242,0.00010229970833742726,0.2134563576747626,0.9233998520510638,9026.417250431492,39047.7587287393,42286.94496972908,6.8068174384704845,0.21652571280194902
16,Chrysanthellin B,5.79,15.435410502556374,-1.965920107219467,15.435410502556374,0.03255932846142784,0.05282108437600785,1207.3640000000003,1112.6119999999996,1206.6033331279998,482,0,0.3172425384561964,-0.4322107157166454,0.4322107157166454,0.3172425384561964,0.5595238095238095,1.1547619047619047,1.8214285714285714,16.77497821304599,9.328834325800704,2.7250118582737533,-2.7157470204602676,2.759050552744895,-2.686752320641517,5.796712959204816,-0.37680504495821426,0.8480833543992581,2349.4912482763193,61.29107082416586,49.13448108952611,49.13448108952611,39.330804990770964,30.133463183184237,30.133463183184237,28.09910631503941,28.09910631503941,22.833027533189277,22.833027533189277,17.46740719189692,17.46740719189692,-1.7500000000000004,5.597819311399253e+19,65.21040532933009,23.808062158572895,10.58120377258968,488.00351765901246,123.96654046061113,96.9744862856213,31.264073305089152,6.290026729335213,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,53.191547835046876,111.04854902178664,5.41499046939678,50.84339340904488,128.76107764468296,5.969305287951849,0.0,0.0,50.24366095486485,266.7067536055012,26.427527858051672,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,262.52420547025616,52.16316672207231,50.24366095486485,113.17729220385908,11.64912463690315,0.0,0.0,0.0,412.8200000000001,206.89728050688117,76.59791092261058,4.794537184071822,42.114318241481286,44.94575136048208,5.573104530069267,13.847474399381248,0.0,6.923737199690624,40.694706105287,47.36862953800049,59.2726661036181,0.0,15.435410502556374,164.83992441176477,-3.0553719684645664,-1.3977028094442703,0.0,-31.43391965969122,14.005660086327438,0.0,0.9482758620689655,84,15,26,5,5,10,0,0,0,26,15,26,12,4,5,9,10,-2.9344999999999906,283.4029999999994,0,15,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7654186321295944,0.9963005622176598,0.0001197831162565891,0.08593712657969758,0.9676055580598459,8077.979504115793,90953.67947667149,93998.71540531813,8.940848120043121,0.11127501698872592
17,Lyalosidic acid,3.72,12.125666906429442,-1.6417324842506609,12.125666906429442,0.0060492252456534334,0.2486942010900226,512.5150000000002,484.2910000000004,512.1794804759999,196,0,0.3345085909935196,-0.47778388273369493,0.47778388273369493,0.3345085909935196,1.1081081081081081,1.8918918918918919,2.6216216216216215,16.772684055531656,9.801883072148119,2.4718412549675657,-2.425156437541259,2.377162914208909,-2.5986916262654645,6.072865543017913,-0.33890717621263533,1.4626234041442432,1336.0809697146349,26.266855755642606,19.675199385448856,19.675199385448856,17.832937555743033,11.852915229736064,11.852915229736064,9.190638217496998,9.190638217496998,7.0629595675788,7.0629595675788,5.074486074180706,5.074486074180706,-3.3199999999999994,274199092.49457353,25.33461975018143,10.209223477991065,4.499785609746449,210.78013047899472,44.72720435655088,24.41586555099321,6.290026729335213,6.290026729335213,0.0,5.969305287951849,4.9839785209472085,4.794537184071822,0.0,6.578935683598497,24.27512131221871,18.55355575984923,34.321804810481716,29.652695655467703,44.53776301967549,27.77515515211396,0.0,9.967957041894417,11.835812092322787,43.416740632589644,6.606881964512918,66.71274767769202,0.0,0.0,0.0,0.0,0.0,0.0,85.07270027822636,25.425947668397978,11.835812092322787,5.693927994848461,61.01881968284356,0.0,21.805849864162113,0.0,174.58999999999997,61.40791835445118,30.327174158275348,0.0,11.993926152995277,5.693927994848461,28.067930312582902,6.076020106833881,6.196843571613076,30.33183534230805,16.546892725492913,14.210588861400147,16.839710232284048,0.0,20.025960253175885,51.88202094904649,2.3524330023814226,-2.569431466801597,9.696412347295839,-4.1222955141876865,3.228523530138929,0.0,0.38461538461538464,37,6,11,0,2,2,1,2,3,9,6,11,7,0,1,1,5,0.8182999999999994,129.92470000000006,1,4,4,0,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5852355476500261,0.9862154242963004,0.00046949866174295324,0.165466422213295,0.9235451630345615,1967.0879563447938,10979.2339922837,11888.139781067564,4.9221980900540405,0.141026603959219
18,Isohernandezine,4.41,7.073326451920428,-0.08391476652389396,7.073326451920428,0.08391476652389396,0.223213830231723,652.7880000000001,608.4360000000003,652.314851748,252,0,0.20780894760546423,-0.49284495710063403,0.49284495710063403,0.20780894760546423,0.6041666666666666,1.25,1.9583333333333333,16.555384321648557,9.861869144619707,2.37447476301614,-2.378696582925384,2.5600262967338447,-2.3413473205458044,5.697884292148516,0.21553060119334883,1.49691668406871,1822.987231771074,33.52600430070693,28.84565887245213,28.84565887245213,23.36276820109734,16.443801289562817,16.443801289562817,12.757323931297895,12.757323931297895,10.154386966346257,10.154386966346257,7.580366513459016,7.580366513459016,-4.6,78916816229.94885,31.971833663885654,13.1286680541103,5.544021739130434,282.3738079400055,33.15804067660034,5.749511833283905,34.49707099970343,11.49902366656781,0.0,0.0,9.799819461700956,0.0,0.0,0.0,18.19910120538483,98.43063883461609,36.300097453515065,35.54898770638766,33.15804067660034,0.0,0.0,9.799819461700956,0.0,37.76696814999996,62.73384448356718,87.97801256633649,0.0,51.745606499555144,33.15804067660034,0.0,51.745606499555144,0.0,72.53366394526813,25.683286491704038,0.0,45.46439060847789,54.59730361615449,0.0,0.0,0.0,71.09000000000002,0.0,0.0,0.0,12.083681658295921,52.416916289197246,54.79184398897806,16.690354475090988,35.54898770638766,18.19910120538483,60.29336583782499,33.15804067660034,43.38561545112376,0.0,4.776778991427711,0.0,6.838299481887978,5.670225809387414,18.883374799085924,3.1791087758164425,1.7721926805044383,12.661070677432997,0.38461538461538464,48,0,9,0,4,4,4,0,4,9,0,9,5,0,0,0,8,7.171000000000008,184.2339999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13416613809336067,0.85892816878339,0.00014236529940815437,0.512096085583958,0.8369442921062925,5878.850363014473,9608.09971796844,11479.9752009638,4.54479854181574,0.5294613347679891
19,trans-pterostilbene,8.02,9.221375472671468,0.26407369146005544,9.221375472671468,0.26407369146005544,0.8496677559492319,256.301,240.17299999999994,256.10994437200003,98,0,0.12265277439426404,-0.5079662507800027,0.5079662507800027,0.12265277439426404,0.7894736842105263,1.3157894736842106,1.8421052631578947,16.47557653682186,10.11648152780717,1.9884451498312288,-2.0532260081571216,2.23557358773171,-1.8754878717613375,5.707686017407481,0.3939500873067576,2.241199965871132,548.7979589951823,13.664925939000156,10.959862599134318,10.959862599134318,9.207039898056806,5.912453284279325,5.912453284279325,4.070864402894275,4.070864402894275,2.735095095002577,2.735095095002577,1.7035533696678675,1.7035533696678675,-2.42,23655.214495319495,13.022119949627315,5.9565514830138095,3.517568344612081,112.27998696217297,14.580253302440804,17.248535499851716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.284774350590983,35.392371257240434,6.06636706846161,14.219595082555067,14.580253302440804,12.152040213667762,0.0,0.0,0.0,0.0,14.219595082555067,53.59147246262526,0.0,17.248535499851716,9.473725907600098,0.0,17.248535499851716,0.0,19.32612247739577,0.0,0.0,11.126902983393991,42.46456947923127,0.0,12.152040213667762,0.0,38.69,0.0,5.106527394840706,0.0,5.749511833283905,0.0,22.6259266499618,0.0,26.352329219478285,42.483875555975814,0.0,9.473725907600098,10.436331691997276,0.0,0.0,9.221375472671468,2.003575680272109,1.77278873303224,12.709227359140778,3.9355895691609977,0.0,3.254444827058463,0.125,19,1,3,0,0,0,2,0,2,3,1,3,4,0,0,0,2,3.5798000000000023,76.58080000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5608635344338333,0.9840290166520504,0.00108626828417165,0.17800813011432523,0.8238435964379358,758.416321678921,3510.0443426258457,4260.5712513907665,4.079056506904843,0.017775977295561025
20,E-Resveratrol trimethyl ether,9.6,5.249243669690099,0.7766026998494533,5.249243669690099,0.7766026998494533,0.7715538094131348,270.328,252.18399999999994,270.12559443600003,104,0,0.12265277439426404,-0.49676782420564297,0.49676782420564297,0.12265277439426404,0.6,1.1,1.6,16.476443800498167,10.116055777991031,1.989969452240041,-2.054659956871234,2.236335525605957,-1.8763528550752526,5.707997536511481,0.3939505267250181,2.2066704637930843,563.4341536920082,14.372032720186704,11.920897294098223,11.920897294098223,9.745044700517589,6.30121892222514,6.30121892222514,4.252491918774561,4.252491918774561,2.957808920386062,2.957808920386062,1.8331419156498063,1.8331419156498063,-2.42,41413.54184399054,13.998983570884812,6.6612491186348874,3.54166548537732,118.96424055388042,14.210588861400147,17.248535499851716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.284774350590983,35.392371257240434,6.06636706846161,21.3293926238326,14.210588861400147,12.152040213667762,0.0,0.0,0.0,0.0,21.3293926238326,53.59147246262526,0.0,17.248535499851716,14.210588861400147,0.0,17.248535499851716,0.0,21.3293926238326,0.0,0.0,11.126902983393991,42.46456947923127,0.0,12.152040213667762,0.0,27.69,0.0,0.0,0.0,0.0,0.0,28.375438483245706,0.0,21.3293926238326,54.61660969289903,0.0,14.210588861400147,15.63384581553007,0.0,0.0,0.0,2.1292636946754016,2.405242054121925,13.659672466782855,4.056054421768708,0.0,4.949254880454375,0.17647058823529413,20,0,3,0,0,0,2,0,2,3,0,3,5,0,0,0,2,3.882800000000003,81.46800000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7168278885418712,0.9944191219297374,0.0015908074015835467,0.10550170586530858,0.8963471978685729,563.4542540953208,4787.132469974024,5340.7122612279745,4.446872974497021,0.015891429823089127
